#;;HD;;;Star;;V;;Sp. type;;Field 1;Field 2;Field 3;Field 4;Field 5;Field 6;Field 7;Field 8;Field 9;Field 10;;SIMBAD Type;;References
179;&;HD;127381;&;$\sigma$ Lup;&;4.42;&;B2 III;&;2;35;;;;;;;;;&;Ellipsoidal variable Star         ;&;
180;&;HD;127972/3;&;$\eta$ Cen;&;2.31;&;B1.5 Vne;&;2;35;;;;;;;;;&;Be Star                           ;&;Baade et al. 2016
181;&;HD;128345;&;$\rho$ Lup;&;4.05;&;B5 V;&;2;35;;;;;;;;;&;Variable Star                     ;&;
182;&;HD;128620/1;&;$\alpha$ Cen;&;-0.01;&;G2 V;&;2;15;35;;;;;;;;&;Spectroscopic binary              ;&;
183;&;HD;128898;&;$\alpha$ Cir;&;3.19;&;Ap SrEuCr:;&;2;15;35;;;;;;;;&;Variable Star of alpha2 CVn type  ;&;Weiss et al. 2016
184;&;HD;129056;&;$\alpha$ Lup;&;2.30;&;B1.5 III/Vn;&;2;35;;;;;;;;;&;Variable Star of beta Cep type    ;&;
185;&;HD;129116;&;b Cen;&;4.00;&;B3 V;&;2;;;;;;;;;;&;Star                              ;&;
186;&;HD;130807;&;$\omicron$ Lup;&;4.32;&;B5 IV;&;2;35;;;;;;;;;&;Double or multiple star           ;&;Buysschaert et al. 2019
187;&;HD;132058;&;$\beta$ Lup;&;2.68;&;B2 III/IV;&;2;35;;;;;;;;;&;High proper-motion Star           ;&;
188;&;HD;132200;&;$\kappa$ Cen;&;3.13;&;B2 IV;&;2;35;;;;;;;;;&;Double or multiple star           ;&;
189;&;HD;133242;&;$\pi$ Lup A;&;4.72;&;B5 V;&;2;35;;;;;;;;;&;Star                              ;&;
190;&;HD;134481;&;$\kappa^1$ Lup;&;3.87;&;B9.5 Vne;&;2;35;;;;;;;;;&;Be Star                           ;&;
191;&;HD;134505;&;$\zeta$ Lup;&;3.41;&;G8 III;&;2;35;;;;;;;;;&;High proper-motion Star           ;&;
192;&;HD;135379;&;$\beta$ Cir;&;4.07;&;A3 V;&;2;;;;;;;;;;&;High proper-motion Star           ;&;
193;&;HD;135734;&;$\mu$ Lup;&;4.27;&;B8 Ve;&;2;35;;;;;;;;;&;Be Star                           ;&;
194;&;HD;136298;&;$\delta$ Lup;&;3.22;&;B1.5 IV;&;2;9;35;44;;;;;;;&;Variable Star of beta Cep type    ;&;
195;&;HD;136415;&;$\gamma$ Cir;&;4.51;&;B5 IV + F8;&;2;18;;;;;;;;;&;Star                              ;&;
196;&;HD;136504;&;$\epsilon$ Lup;&;3.37;&;B2 IV-V;&;2;9;35;;;;;;;;&;Spectroscopic binary              ;&;Pablo et al. 2019
197;&;HD;136664;&;$\phi^2$ Lup;&;4.54;&;B3 IV;&;9;44;;;;;;;;;&;Star                              ;&;
198;&;HD;138690;&;$\gamma$ Lup;&;2.78;&;B2 IV;&;2;9;35;44;;;;;;;&;Ellipsoidal variable Star         ;&;Jerzykiewicz et al. 2021
